                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2122,                  1.506,                  1.254,                0.65745,                0.53907,                0.62744,                0.46503,                 1.0795,                 1.1051,                  1.124,                 0.0937,                 0.0007,                 0.0007
