               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,           0.0073746,           0.0035954,            0.028366,             0.53111,             0.78318,             0.62806,             0.61826,            0.003432,           0.0015569,            0.018505,            0.002476,            0.002476,            0.002476
                 154,            0.007281,            0.003563,            0.028575,             0.52959,             0.78763,             0.62855,             0.61867,           0.0034333,           0.0015564,            0.018497,           0.0024265,           0.0024265,           0.0024265
                 155,           0.0072808,           0.0035186,            0.028498,             0.53082,             0.78719,             0.62891,             0.61916,           0.0034337,           0.0015562,            0.018491,            0.002377,            0.002377,            0.002377
                 156,           0.0073104,           0.0035265,            0.028243,             0.53128,             0.78587,             0.62898,             0.61914,           0.0034357,           0.0015565,            0.018484,           0.0023275,           0.0023275,           0.0023275
                 157,           0.0073089,           0.0035394,            0.028542,             0.53205,             0.78503,             0.62927,             0.61931,           0.0034378,           0.0015565,            0.018478,            0.002278,            0.002278,            0.002278
                 158,           0.0072744,           0.0035498,            0.028352,             0.53237,             0.78497,             0.62967,             0.61976,           0.0034395,           0.0015567,            0.018472,           0.0022285,           0.0022285,           0.0022285
                 159,           0.0072629,           0.0035375,            0.028316,             0.53229,             0.78571,             0.62999,             0.62008,           0.0034412,           0.0015572,            0.018465,            0.002179,            0.002179,            0.002179
                 160,           0.0072138,           0.0035025,            0.028317,             0.53283,             0.78468,             0.63036,             0.62038,           0.0034431,           0.0015575,            0.018459,           0.0021295,           0.0021295,           0.0021295
                 161,           0.0072647,           0.0035129,            0.028402,             0.53285,             0.78468,              0.6304,              0.6204,           0.0034448,           0.0015578,            0.018453,             0.00208,             0.00208,             0.00208
                 162,           0.0071967,           0.0035139,            0.028329,              0.5315,             0.78939,             0.63065,             0.62059,           0.0034491,           0.0015585,            0.018447,           0.0020305,           0.0020305,           0.0020305
                 163,           0.0071813,            0.003489,            0.028283,             0.53299,             0.78632,             0.63074,             0.62078,           0.0034505,           0.0015588,             0.01844,            0.001981,            0.001981,            0.001981
                 164,             0.00718,           0.0034876,            0.028241,             0.53253,              0.7876,             0.63118,             0.62126,             0.00345,            0.001559,            0.018432,           0.0019315,           0.0019315,           0.0019315
                 165,           0.0072165,           0.0034956,            0.028251,             0.53269,               0.787,             0.63155,             0.62165,           0.0034508,           0.0015592,            0.018426,            0.001882,            0.001882,            0.001882
                 166,           0.0071723,           0.0035102,              0.0282,             0.53435,             0.78452,             0.63178,             0.62199,           0.0034535,           0.0015596,             0.01842,           0.0018325,           0.0018325,           0.0018325
                 167,           0.0071665,           0.0034962,             0.02804,             0.53294,             0.78617,             0.63216,             0.62221,            0.003454,           0.0015591,            0.018412,            0.001783,            0.001783,            0.001783
                 168,           0.0071718,           0.0034781,            0.028007,             0.53401,             0.78519,             0.63234,              0.6227,           0.0034556,           0.0015595,            0.018406,           0.0017335,           0.0017335,           0.0017335
                 169,           0.0070957,           0.0034898,            0.028184,             0.53478,             0.78456,              0.6327,              0.6231,           0.0034576,           0.0015597,            0.018395,            0.001684,            0.001684,            0.001684
                 170,            0.007062,           0.0034673,            0.028031,             0.53451,             0.78463,             0.63301,              0.6233,           0.0034597,           0.0015605,            0.018386,           0.0016345,           0.0016345,           0.0016345
                 171,           0.0070601,           0.0034784,            0.028136,              0.5345,             0.78587,             0.63328,             0.62351,           0.0034609,           0.0015609,            0.018378,            0.001585,            0.001585,            0.001585
                 172,           0.0069882,           0.0034487,            0.028038,             0.53595,             0.78437,             0.63382,             0.62412,           0.0034625,           0.0015613,            0.018369,           0.0015355,           0.0015355,           0.0015355
                 173,           0.0069986,           0.0034665,            0.028029,             0.53655,             0.78361,             0.63417,             0.62442,            0.003463,           0.0015616,            0.018362,            0.001486,            0.001486,            0.001486
                 174,           0.0070059,           0.0034543,            0.028056,             0.53643,             0.78557,             0.63453,             0.62473,           0.0034643,           0.0015615,            0.018354,           0.0014365,           0.0014365,           0.0014365
                 175,           0.0069885,           0.0034473,            0.027805,             0.53639,              0.7853,             0.63499,             0.62521,           0.0034659,           0.0015627,            0.018346,            0.001387,            0.001387,            0.001387
                 176,           0.0070066,           0.0034514,            0.028012,             0.53575,             0.78625,             0.63521,             0.62537,           0.0034664,            0.001563,            0.018341,           0.0013375,           0.0013375,           0.0013375
                 177,           0.0068697,           0.0034693,            0.027907,             0.53673,             0.78567,             0.63549,             0.62555,           0.0034676,           0.0015635,            0.018332,            0.001288,            0.001288,            0.001288
                 178,            0.006948,           0.0034567,            0.027932,             0.53695,              0.7875,             0.63582,             0.62581,           0.0034685,           0.0015639,            0.018325,           0.0012385,           0.0012385,           0.0012385
                 179,           0.0069536,           0.0034387,            0.027628,             0.53797,             0.78743,             0.63614,             0.62603,           0.0034693,           0.0015646,            0.018315,            0.001189,            0.001189,            0.001189
                 180,           0.0069046,            0.003429,            0.027701,             0.53778,             0.78746,             0.63647,             0.62647,           0.0034689,           0.0015649,            0.018306,           0.0011395,           0.0011395,           0.0011395
                 181,           0.0068434,           0.0034227,            0.027619,             0.53745,             0.78927,             0.63664,              0.6264,           0.0034721,           0.0015653,            0.018299,             0.00109,             0.00109,             0.00109
                 182,           0.0069221,           0.0034361,            0.027723,             0.53794,             0.78966,             0.63697,             0.62692,           0.0034723,           0.0015655,            0.018291,           0.0010405,           0.0010405,           0.0010405
                 183,           0.0068571,           0.0034059,            0.027598,             0.53829,             0.78864,             0.63717,             0.62726,           0.0034728,           0.0015661,            0.018284,            0.000991,            0.000991,            0.000991
                 184,           0.0068331,           0.0034178,            0.027523,             0.53902,             0.78878,             0.63757,             0.62751,           0.0034744,           0.0015668,            0.018276,           0.0009415,           0.0009415,           0.0009415
                 185,           0.0068468,           0.0034023,            0.027512,             0.54019,             0.78677,             0.63786,             0.62788,           0.0034766,           0.0015665,            0.018271,            0.000892,            0.000892,            0.000892
                 186,           0.0068405,           0.0033998,            0.027374,             0.53901,             0.78901,             0.63826,             0.62822,           0.0034763,           0.0015663,            0.018262,           0.0008425,           0.0008425,           0.0008425
                 187,           0.0068053,           0.0034236,            0.027451,             0.54982,             0.77136,             0.63846,             0.62824,           0.0034767,            0.001567,            0.018255,            0.000793,            0.000793,            0.000793
                 188,            0.006673,           0.0033758,             0.02736,             0.54999,             0.77186,              0.6388,             0.62845,           0.0034787,           0.0015675,            0.018248,           0.0007435,           0.0007435,           0.0007435
                 189,            0.006716,           0.0033798,            0.027383,             0.55022,             0.77218,             0.63913,             0.62871,           0.0034793,           0.0015681,            0.018242,            0.000694,            0.000694,            0.000694
                 190,           0.0066592,           0.0033136,            0.027493,             0.54228,             0.78706,              0.6395,             0.62928,           0.0034811,           0.0015687,            0.018235,           0.0006445,           0.0006445,           0.0006445
                 191,           0.0067007,           0.0033509,            0.027213,             0.54388,              0.7856,             0.63979,             0.62965,           0.0034804,           0.0015685,            0.018228,            0.000595,            0.000595,            0.000595
                 192,           0.0066624,           0.0033216,            0.027168,             0.54456,               0.785,             0.64014,             0.62994,           0.0034806,           0.0015687,            0.018221,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0065945,           0.0033356,            0.027123,             0.54529,             0.78449,             0.64047,             0.63051,           0.0034802,           0.0015687,            0.018214,            0.000496,            0.000496,            0.000496
                 194,           0.0066352,           0.0033522,            0.027256,             0.54677,             0.78025,             0.64076,             0.63077,           0.0034806,           0.0015689,            0.018208,           0.0004465,           0.0004465,           0.0004465
                 195,           0.0066023,           0.0033343,             0.02701,             0.54733,              0.7794,             0.64108,             0.63097,           0.0034809,           0.0015689,            0.018203,            0.000397,            0.000397,            0.000397
                 196,           0.0065548,           0.0033499,            0.026997,             0.54782,              0.7799,             0.64138,             0.63154,           0.0034812,           0.0015687,            0.018196,           0.0003475,           0.0003475,           0.0003475
                 197,           0.0065301,             0.00333,            0.026763,             0.54824,             0.77939,             0.64148,             0.63171,           0.0034804,           0.0015689,            0.018191,            0.000298,            0.000298,            0.000298
                 198,           0.0065053,           0.0033325,             0.02702,             0.54905,              0.7784,             0.64171,             0.63189,             0.00348,           0.0015691,            0.018186,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0065281,           0.0033062,            0.026772,             0.55148,             0.77506,             0.64215,             0.63225,           0.0034802,           0.0015695,             0.01818,            0.000199,            0.000199,            0.000199
